State_Name,District_Name,Crop_Year,Season,Crop,Cost
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Groundnut,115
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Horse-gram,32
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Jowar,33
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Korra,75
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Linseed,54
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Maize,135.8204574
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Onion,142.0826081
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Ragi,154.8628261
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Rice,160.1879903
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Safflower,121.9066708
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Small millets,104.7473339
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Urad,132.5314201
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Wheat,128.3013644
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Arecanut,420.4055611
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Banana,30.88993152
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Coconut ,206
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Coriander,60
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Potato,108.7052273
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Sugarcane,160.9217044
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Sweet potato,126.4149607
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Tobacco,131.1533708
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Turmeric,103.6781165
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Arhar/Tur,45.27680983
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Bajra,63.35922739
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Castor seed,60.1498824
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Cotton(lint),90
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Dry chillies,135
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Gram,136
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Groundnut,110
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Horse-gram,36
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Jowar,21
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Korra,57
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Maize,105.7167741
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Moong(Green Gram),111.4026612
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Onion,105.0124436
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Other Kharif pulses,127.9844246
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Ragi,110.0203605
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Rice,144.2678459
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Small millets,152.8000151
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Sunflower,141.9408567
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Urad,121.4562318
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Arhar/Tur,44.0862807
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Bajra,63.82069589
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Dry chillies,97
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Gram,111
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Groundnut,117
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Horse-gram,50
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Jowar,31
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Linseed,43
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Maize,147.8092758
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Moong(Green Gram),159.5707597
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Onion,143.6792655
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Other  Rabi pulses,122.367511
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Ragi,135.8211037
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Rice,136.029541
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Safflower,157.4941197
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Sesamum,150.3311419
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Urad,100.1432176
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Wheat,157.5552769
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Arecanut,342.2426906
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Banana,34.82162708
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Coconut ,176
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Coriander,61
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Sugarcane,145.170085
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Sweet potato,115.8948267
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Tobacco,102.069784
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Turmeric,117.225275
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Arhar/Tur,55.99272179
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Bajra,49.28646181
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Castor seed,57.20286384
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Cotton(lint),96
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Dry chillies,96
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Groundnut,82
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Horse-gram,34
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Jowar,23
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Korra,54
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Maize,129.4162491
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Moong(Green Gram),113.241718
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Onion,137.9353217
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Other Kharif pulses,111.768838
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Ragi,118.7441568
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Rice,116.0387892
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Small millets,151.6717237
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Soyabean,133.385982
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Sunflower,131.1698067
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Urad,100.5946892
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Bajra,87.59167202
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Dry chillies,167
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Gram,123
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Groundnut,84
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Horse-gram,37
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Jowar,20
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Linseed,40
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Maize,105.9991404
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Moong(Green Gram),126.1996084
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Onion,148.7367407
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Ragi,101.6870174
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Rice,131.5271344
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Safflower,100.8768519
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Small millets,106.9288701
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Urad,149.3734839
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Wheat,111.0880461
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Arecanut,328.3530412
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Banana,30.9120478
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Beans & Mutter(Vegetable),275.2178007
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Bhindi,32.32385285
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Brinjal,27.33255824
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Citrus Fruit,90
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Coconut ,155
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Coriander,60
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Cucumber,56
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Grapes,37
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Mango,103.5923924
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Orange,142.2343219
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,other fibres,129.4137279
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Other Fresh Fruits,146.0715958
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Other Vegetables,12
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Papaya,108.9300583
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Pome Fruit,116.0863466
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Potato,156.9927044
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Sugarcane,114.2427932
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Sweet potato,106.6299004
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Tobacco,126.3622075
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Tomato,113.7963234
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Arhar/Tur,56.34008299
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Bajra,85.17227645
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Castor seed,57.81734429
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Cotton(lint),94
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Dry chillies,148
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Groundnut,110
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Horse-gram,35
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Jowar,28
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Korra,60
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Maize,147.3299426
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Moong(Green Gram),103.4783896
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Onion,103.3225204
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Other Kharif pulses,117.8701765
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Ragi,104.5699071
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Rice,146.0031701
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Samai,146.3909643
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Small millets,101.9714107
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Soyabean,141.6996997
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Sunflower,110.4743929
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Urad,148.9119871
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Bajra,61.54843016
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Dry chillies,84
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Gram,124
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Groundnut,105
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Horse-gram,34
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Jowar,24
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Linseed,41
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Maize,109.0695016
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Moong(Green Gram),127.7752193
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Onion,123.4122747
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Other  Rabi pulses,139.5954029
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Ragi,134.7235362
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Rice,134.567603
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Safflower,102.1129625
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Small millets,111.1182638
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Wheat,140.2602162
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Arecanut,341.8983704
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Banana,21.6456986
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Bhindi,32.23495494
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Brinjal,27.36111744
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Citrus Fruit,69
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Coconut ,130
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Coriander,82
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Cucumber,52
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Grapes,121
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Mango,156.8183266
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Orange,132.9011277
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Other Fresh Fruits,106.1944637
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Other Vegetables,12
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Papaya,125.7770326
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Pome Fruit,118.4544743
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Sugarcane,114.0343296
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Sweet potato,116.6569183
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Tobacco,115.0666268
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Tomato,118.4161329
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Arhar/Tur,51.00743322
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Bajra,47.38897555
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Castor seed,47.82203925
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Cotton(lint),106
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Dry chillies,124
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Groundnut,111
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Horse-gram,32
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Jowar,24
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Maize,113.2917343
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Moong(Green Gram),115.8306544
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Onion,113.853545
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Other Kharif pulses,102.2910544
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Ragi,147.5373066
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Rice,116.9425335
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Small millets,104.0314765
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Soyabean,101.7940971
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Sunflower,125.6526407
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Urad,159.4130739
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Bajra,63.12204189
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Dry chillies,119
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Gram,124
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Groundnut,103
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Horse-gram,46
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Jowar,36
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Linseed,43
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Maize,147.330794
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Moong(Green Gram),118.327728
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Onion,134.9807889
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Ragi,148.7696581
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Rice,151.5152376
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Safflower,137.9640665
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Small millets,145.299597
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Sunflower,109.832946
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Wheat,102.2535831
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Banana,32.19209281
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Coconut ,245
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Coriander,66
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Potato,130.554984
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Sugarcane,144.499168
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Sweet potato,154.0905953
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Tobacco,103.3348416
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Turmeric,155.1589102
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Arhar/Tur,55.43362133
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Bajra,44.34804522
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Castor seed,52.14664433
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Cotton(lint),80
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Dry chillies,137
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Groundnut,95
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Horse-gram,33
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Jowar,31
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Maize,111.6058098
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Moong(Green Gram),159.9919467
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Onion,139.2777887
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Other Kharif pulses,152.7496497
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Ragi,123.5736857
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Rice,135.4524468
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Small millets,100.9237595
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Soyabean,110.8930331
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Urad,108.8505563
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Bajra,68.68359163
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Dry chillies,81
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Gram,104
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Groundnut,108
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Horse-gram,43
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Jowar,20
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Linseed,48
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Maize,109.6120855
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Moong(Green Gram),123.172541
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Onion,139.4513817
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Ragi,110.4323327
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Rice,128.6978441
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Safflower,113.0205564
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Urad,156.4130386
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Wheat,126.743706
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Arecanut,359.4461637
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Banana,20.96966039
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Coconut ,127
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Coriander,93
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Sugarcane,100.1183215
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Sunflower,140.71864
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Sweet potato,105.2626534
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Tobacco,157.5139838
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Turmeric,117.9466007
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Arhar/Tur,55.64622834
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Bajra,67.74570977
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Castor seed,41.77488863
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Cotton(lint),97
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Dry chillies,96
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Groundnut,114
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Horse-gram,37
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Jowar,22
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Maize,105.1011622
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Moong(Green Gram),159.6673665
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Onion,122.133123
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Other Kharif pulses,121.3970739
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Ragi,130.4734222
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Rice,151.7568672
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Small millets,120.5352004
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Urad,119.272205
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Bajra,54.35669101
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Dry chillies,109
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Gram,133
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Groundnut,116
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Horse-gram,32
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Jowar,27
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Linseed,41
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Maize,122.513052
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Moong(Green Gram),100.560552
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Onion,137.3931808
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Ragi,132.1226281
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Rice,123.7344199
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Safflower,121.8714194
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Urad,104.5586423
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Wheat,123.6775615
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Arecanut,379.7620017
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Banana,29.85010494
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Coconut ,135
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Coriander,67
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Sugarcane,152.3211329
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Sunflower,140.4989413
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Sweet potato,130.6419057
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Turmeric,117.1501729
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Arhar/Tur,47.79477772
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Bajra,90.32871196
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Castor seed,47.91920597
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Cotton(lint),95
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Dry chillies,116
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Groundnut,110
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Jowar,21
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Maize,155.067068
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Moong(Green Gram),109.248768
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Onion,138.2227673
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Ragi,152.1060718
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Rice,122.6588844
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Sunflower,122.6924993
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Gram,108
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Groundnut,105
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Horse-gram,36
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Jowar,20
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Maize,124.5025786
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Rice,127.8859935
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Sunflower,110.6097157
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Arhar/Tur,60.84580045
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Bajra,41.23560757
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Castor seed,48.18272937
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Cotton(lint),93
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Dry chillies,70
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Groundnut,95
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Horse-gram,35
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Jowar,36
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Maize,155.9363577
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Moong(Green Gram),156.3609199
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Onion,104.0427292
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Other Kharif pulses,113.5792124
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Ragi,152.8431588
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Rice,116.879605
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Small millets,123.5833187
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Soyabean,133.4820901
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Bajra,64.15487035
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Gram,136
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Groundnut,97
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Horse-gram,48
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Jowar,25
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Linseed,53
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Maize,107.7647085
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Onion,109.2152924
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Ragi,140.0957117
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Rice,152.8097928
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Safflower,116.1031273
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Wheat,114.0706819
Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Arecanut,331.9252852
Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Banana,33.2467325
Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Coconut ,174
Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Coriander,72
Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Sugarcane,145.1497895
